Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.01     0.00        1     0.00     0.00  rn_walktree
  0.00      0.01     0.00        1     0.00     0.00  route_init
  0.00      0.01     0.00        1     0.00     0.00  route_output
  0.00      0.01     0.00        1     0.00     0.00  rt_missmsg
  0.00      0.01     0.00        1     0.00     0.00  rt_setmetrics
  0.00      0.01     0.00        1     0.00     0.00  rt_xaddrs
  0.00      0.01     0.00        1     0.00     0.00  rtable_init
  0.00      0.01     0.00        1     0.00     0.00  send_data_via_sock_r
  0.00      0.01     0.00        1     0.00     0.00  slattach
  0.00      0.01     0.00        1     0.00     0.00  sobind
  0.00      0.01     0.00        1     0.00     0.00  soisconnected
  0.00      0.01     0.00        1     0.00     0.00  test_add_route_r
  0.00      0.01     0.00        1     0.00     0.00  test_bpf
  0.00      0.01     0.00        1     0.00     0.00  udp_init
  0.00      0.01     0.00        1     0.00     0.00  udp_output
  0.00      0.01     0.00        1     0.00     0.00  vlan_clone_create
  0.00      0.01     0.00        1     0.00     0.00  vlan_config
  0.00      0.01     0.00        1     0.00     0.00  vlan_ether_addmulti

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 100.00% of 0.01 seconds

index % time    self  children    called     name
                0.00    0.00       2/204         if_detach [7]
                0.00    0.00       3/204         cfg_eth1_ip [4]
                0.01    0.00     199/204         create_vlan_ip(long double) [3]
[1]    100.0    0.01    0.00     204         in_control [1]
                0.00    0.00     201/201         in_ifinit [28]
                0.00    0.00     201/202         in_ifscrub [25]
-----------------------------------------------
                                                 <spontaneous>
[2]    100.0    0.00    0.01                 main [2]
                0.00    0.01       1/1           create_vlan_ip(long double) [3]
                0.00    0.00       1/1           create_ip_addr_r [5]
                0.00    0.00       1/1           delete_ethernet_interface_r [6]
                0.00    0.00       3/3           handle_inter_proc [68]
                0.00    0.00       2/2           output_ethernet [94]
                0.00    0.00       1/1           domaininit [119]
                0.00    0.00       1/1           create_ethernet_interface [117]
                0.00    0.00       1/1           loopattach [133]
                0.00    0.00       1/1           slattach [151]
                0.00    0.00       1/1           ifinit [128]
                0.00    0.00       1/1           create_vlan_r [118]
                0.00    0.00       1/1           cfg_bpf [116]
                0.00    0.00       1/1           send_data_via_sock_r [150]
                0.00    0.00       1/1           add_route_r [107]
                0.00    0.00       1/1           output_ip [136]
                0.00    0.00       1/1           test_bpf [155]
-----------------------------------------------
                0.00    0.01       1/1           main [2]
[3]     97.5    0.00    0.01       1         create_vlan_ip(long double) [3]
                0.01    0.00     199/204         in_control [1]
                0.00    0.00       1/7           ifunit [49]
-----------------------------------------------
                0.00    0.00       1/1           create_ip_addr_r [5]
[4]      1.5    0.00    0.00       1         cfg_eth1_ip [4]
                0.00    0.00       3/204         in_control [1]
                0.00    0.00       1/7           ifunit [49]
                0.00    0.00       1/1           if_up [125]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[5]      1.5    0.00    0.00       1         create_ip_addr_r [5]
                0.00    0.00       1/1           cfg_eth1_ip [4]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[6]      1.0    0.00    0.00       1         delete_ethernet_interface_r [6]
                0.00    0.00       1/1           if_detach [7]
                0.00    0.00       1/7           ifunit [49]
-----------------------------------------------
                0.00    0.00       1/1           delete_ethernet_interface_r [6]
[7]      1.0    0.00    0.00       1         if_detach [7]
                0.00    0.00       2/204         in_control [1]
                0.00    0.00       1/1           if_down [122]
                0.00    0.00       1/2           ifafree [84]
                0.00    0.00       1/1           rn_walktree [143]
                0.00    0.00       1/7           rt_ifannouncemsg [50]
-----------------------------------------------
[8]      0.0    0.00    0.00     216+377     <cycle 1 as a whole> [8]
                0.00    0.00     284             rt_setgate <cycle 1> [15]
                0.00    0.00     211             rtrequest <cycle 1> [17]
                0.00    0.00      12             rtalloc1 <cycle 1> [40]
-----------------------------------------------
[9]      0.0    0.00    0.00     208+211     <cycle 2 as a whole> [9]
                0.00    0.00     210             ether_output <cycle 2> [18]
                0.00    0.00       4             arpwhohas <cycle 2> [56]
                0.00    0.00       2             arpresolve <cycle 2> [79]
-----------------------------------------------
                0.00    0.00       2/537         rtinit [22]
                0.00    0.00       2/537         sockargs [102]
                0.00    0.00     533/537         m_copyback [11]
[10]     0.0    0.00    0.00     537         m_get [10]
-----------------------------------------------
                0.00    0.00     533/533         rt_msg1 [33]
[11]     0.0    0.00    0.00     533         m_copyback [11]
                0.00    0.00     533/537         m_get [10]
-----------------------------------------------
                0.00    0.00       4/421         rn_match [39]
                0.00    0.00       5/421         rn_delete [75]
                0.00    0.00     201/421         rn_addroute [19]
                0.00    0.00     211/421         rn_insert [16]
[12]     0.0    0.00    0.00     421         rn_search [12]
-----------------------------------------------
                0.00    0.00       1/375         in_arpinput [69]
                0.00    0.00       1/375         ip_output [59]
                0.00    0.00       1/375         bind [108]
                0.00    0.00       1/375         sendit [100]
                0.00    0.00       3/375         leput [72]
                0.00    0.00       6/375         ether_input [45]
                0.00    0.00     160/375         raw_input [32]
                0.00    0.00     202/375         ether_output <cycle 2> [18]
[13]     0.0    0.00    0.00     375         m_freem [13]
-----------------------------------------------
                0.00    0.00     162/365         rt_msg1 [33]
                0.00    0.00     203/365         arprequest <cycle 2> [20]
[14]     0.0    0.00    0.00     365         m_gethdr [14]
-----------------------------------------------
                                  76             arp_rtrequest <cycle 1> [35]
                                 208             rtrequest <cycle 1> [17]
[15]     0.0    0.00    0.00     284         rt_setgate <cycle 1> [15]
                                   1             rtalloc1 <cycle 1> [40]
-----------------------------------------------
                0.00    0.00       3/211         rn_addmask [74]
                0.00    0.00     208/211         rn_addroute [19]
[16]     0.0    0.00    0.00     211         rn_insert [16]
                0.00    0.00     211/421         rn_search [12]
                0.00    0.00      83/85          rn_newpair [36]
-----------------------------------------------
                                   6             rtalloc1 <cycle 1> [40]
                0.00    0.00       1/216         route_output [145]
                0.00    0.00       3/216         if_rtdel [37]
                0.00    0.00     201/216         rtinit [22]
[17]     0.0    0.00    0.00     211         rtrequest <cycle 1> [17]
                0.00    0.00     208/208         rn_addroute [19]
                0.00    0.00     202/202         ifa_ifwithroute [24]
                0.00    0.00     201/203         rt_maskedcopy [21]
                0.00    0.00       3/3           rn_delete [75]
                0.00    0.00       3/4           rtfree [63]
                                 208             rt_setgate <cycle 1> [15]
                                  86             arp_rtrequest <cycle 1> [35]
-----------------------------------------------
                                 203             arprequest <cycle 2> [20]
                0.00    0.00       2/208         in_arpinput [69]
                0.00    0.00       2/208         output_ethernet [94]
                0.00    0.00       3/208         ip_output [59]
[18]     0.0    0.00    0.00     210         ether_output <cycle 2> [18]
                0.00    0.00     202/375         m_freem [13]
                0.00    0.00       3/4           lestart [61]
                0.00    0.00       1/216         rtalloc1 <cycle 1> [40]
                                   2             arpresolve <cycle 2> [79]
-----------------------------------------------
                0.00    0.00     208/208         rtrequest <cycle 1> [17]
[19]     0.0    0.00    0.00     208         rn_addroute [19]
                0.00    0.00     208/211         rn_insert [16]
                0.00    0.00     201/421         rn_search [12]
                0.00    0.00       3/3           rn_addmask [74]
                0.00    0.00       2/128         rn_refines [34]
-----------------------------------------------
                                   4             arpwhohas <cycle 2> [56]
                0.00    0.00     199/208         arp_ifinit [31]
[20]     0.0    0.00    0.00     203         arprequest <cycle 2> [20]
                0.00    0.00     203/365         m_gethdr [14]
                                 203             ether_output <cycle 2> [18]
-----------------------------------------------
                0.00    0.00       2/203         rtinit [22]
                0.00    0.00     201/203         rtrequest <cycle 1> [17]
[21]     0.0    0.00    0.00     203         rt_maskedcopy [21]
-----------------------------------------------
                0.00    0.00       2/203         in_scrubprefix [26]
                0.00    0.00     201/203         in_ifinit [28]
[22]     0.0    0.00    0.00     203         rtinit [22]
                0.00    0.00     201/216         rtrequest <cycle 1> [17]
                0.00    0.00      76/76          rt_newaddrmsg [38]
                0.00    0.00       2/537         m_get [10]
                0.00    0.00       2/203         rt_maskedcopy [21]
                0.00    0.00       2/216         rtalloc1 <cycle 1> [40]
                0.00    0.00       2/2           m_free [93]
-----------------------------------------------
                0.00    0.00       1/202         in_pcbbind [88]
                0.00    0.00     201/202         ifa_ifwithroute [24]
[23]     0.0    0.00    0.00     202         ifa_ifwithaddr [23]
-----------------------------------------------
                0.00    0.00     202/202         rtrequest <cycle 1> [17]
[24]     0.0    0.00    0.00     202         ifa_ifwithroute [24]
                0.00    0.00     201/202         ifa_ifwithaddr [23]
                0.00    0.00       1/1           ifa_ifwithdstaddr [126]
                0.00    0.00       1/1           ifa_ifwithnet [127]
-----------------------------------------------
                0.00    0.00       1/202         in_ifinit [28]
                0.00    0.00     201/202         in_control [1]
[25]     0.0    0.00    0.00     202         in_ifscrub [25]
                0.00    0.00     202/202         in_scrubprefix [26]
-----------------------------------------------
                0.00    0.00     202/202         in_ifscrub [25]
[26]     0.0    0.00    0.00     202         in_scrubprefix [26]
                0.00    0.00       2/203         rtinit [22]
-----------------------------------------------
                0.00    0.00     201/201         in_ifinit [28]
[27]     0.0    0.00    0.00     201         in_addmulti [27]
                0.00    0.00       2/2           igmp_joingroup [85]
                0.00    0.00       1/200         vlan_ioctl [30]
                0.00    0.00       1/4           leioctl [60]
-----------------------------------------------
                0.00    0.00     201/201         in_control [1]
[28]     0.0    0.00    0.00     201         in_ifinit [28]
                0.00    0.00     201/201         in_socktrim [29]
                0.00    0.00     201/203         rtinit [22]
                0.00    0.00     201/201         in_addmulti [27]
                0.00    0.00     199/200         vlan_ioctl [30]
                0.00    0.00       2/4           leioctl [60]
                0.00    0.00       1/202         in_ifscrub [25]
-----------------------------------------------
                0.00    0.00     201/201         in_ifinit [28]
[29]     0.0    0.00    0.00     201         in_socktrim [29]
-----------------------------------------------
                0.00    0.00       1/200         in_addmulti [27]
                0.00    0.00     199/200         in_ifinit [28]
[30]     0.0    0.00    0.00     200         vlan_ioctl [30]
                0.00    0.00     199/199         arp_ifinit [31]
                0.00    0.00       1/1           vlan_ether_addmulti [160]
-----------------------------------------------
                0.00    0.00     199/199         vlan_ioctl [30]
[31]     0.0    0.00    0.00     199         arp_ifinit [31]
                0.00    0.00     199/208         arprequest <cycle 2> [20]
-----------------------------------------------
                0.00    0.00       1/163         route_output [145]
                0.00    0.00       1/163         rt_missmsg [146]
                0.00    0.00       2/163         rt_ifmsg [99]
                0.00    0.00       7/163         rt_ifannouncemsg [50]
                0.00    0.00     152/163         rt_newaddrmsg [38]
[32]     0.0    0.00    0.00     163         raw_input [32]
                0.00    0.00     160/375         m_freem [13]
                0.00    0.00       3/3           sbappendaddr [76]
-----------------------------------------------
                0.00    0.00       1/162         rt_missmsg [146]
                0.00    0.00       2/162         rt_ifmsg [99]
                0.00    0.00       7/162         rt_ifannouncemsg [50]
                0.00    0.00     152/162         rt_newaddrmsg [38]
[33]     0.0    0.00    0.00     162         rt_msg1 [33]
                0.00    0.00     533/533         m_copyback [11]
                0.00    0.00     162/365         m_gethdr [14]
-----------------------------------------------
                0.00    0.00       2/128         rn_addroute [19]
                0.00    0.00     126/128         ifa_ifwithnet [127]
[34]     0.0    0.00    0.00     128         rn_refines [34]
-----------------------------------------------
                                  86             rtrequest <cycle 1> [17]
[35]     0.0    0.00    0.00      86         arp_rtrequest <cycle 1> [35]
                0.00    0.00       6/8           insque [48]
                                  76             rt_setgate <cycle 1> [15]
-----------------------------------------------
                0.00    0.00       2/85          rn_inithead [97]
                0.00    0.00      83/85          rn_insert [16]
[36]     0.0    0.00    0.00      85         rn_newpair [36]
-----------------------------------------------
                0.00    0.00      82/82          rn_walktree [143]
[37]     0.0    0.00    0.00      82         if_rtdel [37]
                0.00    0.00       3/216         rtrequest <cycle 1> [17]
-----------------------------------------------
                0.00    0.00      76/76          rtinit [22]
[38]     0.0    0.00    0.00      76         rt_newaddrmsg [38]
                0.00    0.00     152/162         rt_msg1 [33]
                0.00    0.00     152/163         raw_input [32]
-----------------------------------------------
                0.00    0.00      12/12          rtalloc1 <cycle 1> [40]
[39]     0.0    0.00    0.00      12         rn_match [39]
                0.00    0.00       4/421         rn_search [12]
-----------------------------------------------
                                   1             rt_setgate <cycle 1> [15]
                0.00    0.00       1/216         ether_output <cycle 2> [18]
                0.00    0.00       2/216         rtinit [22]
                0.00    0.00       4/216         rtalloc [62]
                0.00    0.00       4/216         arplookup [55]
[40]     0.0    0.00    0.00      12         rtalloc1 <cycle 1> [40]
                0.00    0.00      12/12          rn_match [39]
                0.00    0.00       1/1           rt_missmsg [146]
                                   6             rtrequest <cycle 1> [17]
-----------------------------------------------
                0.00    0.00       2/11          output_ethernet [94]
                0.00    0.00       9/11          leread [47]
[41]     0.0    0.00    0.00      11         m_devget [41]
-----------------------------------------------
                0.00    0.00      10/10          bpf_tap [43]
[42]     0.0    0.00    0.00      10         bpf_filter [42]
-----------------------------------------------
                0.00    0.00       1/10          lestart [61]
                0.00    0.00       9/10          leread [47]
[43]     0.0    0.00    0.00      10         bpf_tap [43]
                0.00    0.00      10/10          bpf_filter [42]
                0.00    0.00      10/10          catchpacket [44]
-----------------------------------------------
                0.00    0.00      10/10          bpf_tap [43]
[44]     0.0    0.00    0.00      10         catchpacket [44]
-----------------------------------------------
                0.00    0.00       9/9           leread [47]
[45]     0.0    0.00    0.00       9         ether_input [45]
                0.00    0.00       6/375         m_freem [13]
-----------------------------------------------
                0.00    0.00       9/9           input_eth [70]
[46]     0.0    0.00    0.00       9         fake_arp_msg_r [46]
-----------------------------------------------
                0.00    0.00       9/9           input_eth [70]
[47]     0.0    0.00    0.00       9         leread [47]
                0.00    0.00       9/10          bpf_tap [43]
                0.00    0.00       9/11          m_devget [41]
                0.00    0.00       9/9           ether_input [45]
-----------------------------------------------
                0.00    0.00       1/8           raw_attach [138]
                0.00    0.00       1/8           in_pcballoc [129]
                0.00    0.00       6/8           arp_rtrequest <cycle 1> [35]
[48]     0.0    0.00    0.00       8         insque [48]
-----------------------------------------------
                0.00    0.00       1/7           cfg_eth1_ip [4]
                0.00    0.00       1/7           create_vlan_ip(long double) [3]
                0.00    0.00       1/7           delete_ethernet_interface_r [6]
                0.00    0.00       2/7           output_ethernet [94]
                0.00    0.00       2/7           create_vlan_r [118]
[49]     0.0    0.00    0.00       7         ifunit [49]
-----------------------------------------------
                0.00    0.00       1/7           if_detach [7]
                0.00    0.00       6/7           if_attach [51]
[50]     0.0    0.00    0.00       7         rt_ifannouncemsg [50]
                0.00    0.00       7/162         rt_msg1 [33]
                0.00    0.00       7/163         raw_input [32]
-----------------------------------------------
                0.00    0.00       1/6           loopattach [133]
                0.00    0.00       1/6           vlan_clone_create [158]
                0.00    0.00       2/6           leattach [90]
                0.00    0.00       2/6           slattach [151]
[51]     0.0    0.00    0.00       6         if_attach [51]
                0.00    0.00       6/6           sprint_d [52]
                0.00    0.00       6/7           rt_ifannouncemsg [50]
                0.00    0.00       3/4           ether_ifattach [57]
-----------------------------------------------
                0.00    0.00       6/6           if_attach [51]
[52]     0.0    0.00    0.00       6         sprint_d [52]
-----------------------------------------------
                0.00    0.00       1/5           loopattach [133]
                0.00    0.00       2/5           leattach [90]
                0.00    0.00       2/5           slattach [151]
[53]     0.0    0.00    0.00       5         bpfattach [53]
-----------------------------------------------
                0.00    0.00       2/5           sockargs [102]
                0.00    0.00       3/5           uiomove [78]
[54]     0.0    0.00    0.00       5         copyin [54]
-----------------------------------------------
                0.00    0.00       4/4           in_arpinput [69]
[55]     0.0    0.00    0.00       4         arplookup [55]
                0.00    0.00       4/216         rtalloc1 <cycle 1> [40]
-----------------------------------------------
                                   2             arpresolve <cycle 2> [79]
                0.00    0.00       2/208         leioctl [60]
[56]     0.0    0.00    0.00       4         arpwhohas <cycle 2> [56]
                                   4             arprequest <cycle 2> [20]
-----------------------------------------------
                0.00    0.00       1/4           vlan_clone_create [158]
                0.00    0.00       3/4           if_attach [51]
[57]     0.0    0.00    0.00       4         ether_ifattach [57]
-----------------------------------------------
                0.00    0.00       1/4           vlan_ether_addmulti [160]
                0.00    0.00       3/4           ether_addmulti [66]
[58]     0.0    0.00    0.00       4         ether_multiaddr [58]
-----------------------------------------------
                0.00    0.00       1/4           output_ip [136]
                0.00    0.00       1/4           udp_output [157]
                0.00    0.00       2/4           igmp_sendreport [86]
[59]     0.0    0.00    0.00       4         ip_output [59]
                0.00    0.00       3/4           rtalloc [62]
                0.00    0.00       3/208         ether_output <cycle 2> [18]
                0.00    0.00       2/2           in_broadcast [87]
                0.00    0.00       1/4           rtfree [63]
                0.00    0.00       1/375         m_freem [13]
-----------------------------------------------
                0.00    0.00       1/4           in_addmulti [27]
                0.00    0.00       1/4           vlan_ether_addmulti [160]
                0.00    0.00       2/4           in_ifinit [28]
[60]     0.0    0.00    0.00       4         leioctl [60]
                0.00    0.00       2/2           leinit [91]
                0.00    0.00       2/208         arpwhohas <cycle 2> [56]
                0.00    0.00       2/3           ether_addmulti [66]
                0.00    0.00       1/2           lereset [92]
-----------------------------------------------
                0.00    0.00       1/4           leinit [91]
                0.00    0.00       3/4           ether_output <cycle 2> [18]
[61]     0.0    0.00    0.00       4         lestart [61]
                0.00    0.00       3/3           leput_test [73]
                0.00    0.00       1/10          bpf_tap [43]
-----------------------------------------------
                0.00    0.00       1/4           in_pcbconnect [130]
                0.00    0.00       3/4           ip_output [59]
[62]     0.0    0.00    0.00       4         rtalloc [62]
                0.00    0.00       4/216         rtalloc1 <cycle 1> [40]
-----------------------------------------------
                0.00    0.00       1/4           ip_output [59]
                0.00    0.00       3/4           rtrequest <cycle 1> [17]
[63]     0.0    0.00    0.00       4         rtfree [63]
                0.00    0.00       1/2           ifafree [84]
-----------------------------------------------
                0.00    0.00       4/4           soreserve [105]
[64]     0.0    0.00    0.00       4         sbreserve [64]
-----------------------------------------------
                0.00    0.00       3/3           handle_inter_proc [68]
[65]     0.0    0.00    0.00       3         arpintr [65]
                0.00    0.00       3/3           in_arpinput [69]
-----------------------------------------------
                0.00    0.00       1/3           vlan_ether_addmulti [160]
                0.00    0.00       2/3           leioctl [60]
[66]     0.0    0.00    0.00       3         ether_addmulti [66]
                0.00    0.00       3/4           ether_multiaddr [58]
-----------------------------------------------
                0.00    0.00       1/3           bind [108]
                0.00    0.00       2/3           sendit [100]
[67]     0.0    0.00    0.00       3         getsock [67]
-----------------------------------------------
                0.00    0.00       3/3           main [2]
[68]     0.0    0.00    0.00       3         handle_inter_proc [68]
                0.00    0.00       3/3           input_eth [70]
                0.00    0.00       3/3           arpintr [65]
                0.00    0.00       3/3           ipintr [71]
-----------------------------------------------
                0.00    0.00       3/3           arpintr [65]
[69]     0.0    0.00    0.00       3         in_arpinput [69]
                0.00    0.00       4/4           arplookup [55]
                0.00    0.00       2/208         ether_output <cycle 2> [18]
                0.00    0.00       1/375         m_freem [13]
-----------------------------------------------
                0.00    0.00       3/3           handle_inter_proc [68]
